,"('F', 'F')","('F', 'E')","('F', 'I')","('F', 'A')","('F', 'H')","('F', 'D')","('F', 'C')","('F', 'B')","('F', 'G')","('F', 'J')","('E', 'F')","('E', 'E')","('E', 'I')","('E', 'A')","('E', 'H')","('E', 'D')","('E', 'C')","('E', 'B')","('E', 'G')","('E', 'J')","('I', 'F')","('I', 'E')","('I', 'I')","('I', 'A')","('I', 'H')","('I', 'D')","('I', 'C')","('I', 'B')","('I', 'G')","('I', 'J')","('A', 'F')","('A', 'E')","('A', 'I')","('A', 'A')","('A', 'H')","('A', 'D')","('A', 'C')","('A', 'B')","('A', 'G')","('A', 'J')","('H', 'F')","('H', 'E')","('H', 'I')","('H', 'A')","('H', 'H')","('H', 'D')","('H', 'C')","('H', 'B')","('H', 'G')","('H', 'J')","('D', 'F')","('D', 'E')","('D', 'I')","('D', 'A')","('D', 'H')","('D', 'D')","('D', 'C')","('D', 'B')","('D', 'G')","('D', 'J')","('C', 'F')","('C', 'E')","('C', 'I')","('C', 'A')","('C', 'H')","('C', 'D')","('C', 'C')","('C', 'B')","('C', 'G')","('C', 'J')","('B', 'F')","('B', 'E')","('B', 'I')","('B', 'A')","('B', 'H')","('B', 'D')","('B', 'C')","('B', 'B')","('B', 'G')","('B', 'J')","('G', 'F')","('G', 'E')","('G', 'I')","('G', 'A')","('G', 'H')","('G', 'D')","('G', 'C')","('G', 'B')","('G', 'G')","('G', 'J')","('J', 'F')","('J', 'E')","('J', 'I')","('J', 'A')","('J', 'H')","('J', 'D')","('J', 'C')","('J', 'B')","('J', 'G')","('J', 'J')"
59,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
60,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
61,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
62,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,,14.852215206607578,,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,,,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
63,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
64,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,,13.664836667552699,0.0,,,
65,,,7.448109251514262,13.921795677048454,0.0,0.0,,,,0.0,,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,,,,
66,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,,,,
67,,0.0,7.448109251514262,13.921795677048454,0.0,,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,0.0,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,0.0,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
68,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,,7.448109251514262,0.0,,0.0,,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
69,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,,6.022102765198487,,0.0,,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
70,,0.0,7.448109251514262,13.921795677048454,0.0,,,,0.0,,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
71,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,,7.7787134167164185,0.0,0.0,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,0.0,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
72,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,0.0,,5.297972194380703,,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
73,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
74,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
75,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
76,,0.0,7.448109251514262,13.921795677048454,0.0,,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,0.0,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,0.0,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
77,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,,13.664836667552699,0.0,,,
78,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,0.0,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,0.0,,,
79,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,,,,
80,,0.0,7.448109251514262,13.921795677048454,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,0.0,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,0.0,13.341104266407502,0.0,,11.881619584333132,0.0,12.297317866938178,,,,0.0,0.0,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,,,,
81,,7.779736031100921,7.448109251514262,13.921795677048454,0.0,0.0,,,5.714025095785483,8.794554417576478,7.779736031100921,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,5.714025095785483,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,8.794554417576478,,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,,,,
82,,7.779736031100921,7.448109251514262,13.921795677048454,0.0,0.0,,,5.714025095785483,8.794554417576478,7.779736031100921,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,14.366545877124942,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,13.664836667552699,,5.96716376833464,,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,5.714025095785483,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,8.794554417576478,14.366545877124942,7.109828435863265,5.265359696838637,9.011647870223289,13.664836667552699,,,,
83,,7.779736031100921,7.448109251514262,13.921795677048454,0.0,0.0,,,5.714025095785483,8.794554417576478,7.779736031100921,,0.0,0.0,8.701809671168826,13.85451747936807,5.96716376833464,9.492090462838537,13.341104266407502,14.366545877124942,7.448109251514262,0.0,,7.326608933907396,13.218025940068083,14.852215206607578,5.788001980784582,7.7787134167164185,0.0,7.109828435863265,13.921795677048454,0.0,7.326608933907396,,5.297972194380703,0.0,12.415504997598328,,10.904925124490397,5.265359696838637,0.0,8.701809671168826,13.218025940068083,5.297972194380703,,7.278982756515468,6.248261628532093,11.981393949882268,11.881619584333132,9.011647870223289,0.0,13.85451747936807,14.852215206607578,0.0,7.278982756515468,,6.022102765198487,10.449414806032166,0.0,,,5.96716376833464,5.788001980784582,12.415504997598328,6.248261628532093,6.022102765198487,,0.0,12.297317866938178,,,9.492090462838537,7.7787134167164185,,11.981393949882268,10.449414806032166,0.0,,,,5.714025095785483,13.341104266407502,0.0,10.904925124490397,11.881619584333132,0.0,12.297317866938178,,,,8.794554417576478,14.366545877124942,7.109828435863265,5.265359696838637,9.011647870223289,,,,,
