algo,step,total,accepted,dropped,acceptance_rate,loss_rate
heuristic_no_delay,99,1376.7243775398204,379.2512981733098,997.4730793665105,0.275473656427167,0.724526343572833
heuristic_no_delay,100,1400.5488098682192,408.5059823404887,992.0428275277305,0.2916756484759185,0.7083243515240816
heuristic_no_delay,101,1421.7472692948913,408.5059823404886,1013.2412869544028,0.28732672195887893,0.7126732780411211
heuristic_no_delay,102,1440.2924071214702,408.5059823404886,1031.7864247809816,0.2836271164942942,0.7163728835057058
heuristic_no_delay,103,1455.8713631639762,424.08493838299455,1031.7864247809816,0.29129286358195194,0.7087071364180481
heuristic_no_delay,104,1491.0008313105868,424.08493838299455,1066.9158929275923,0.284429712899774,0.715570287100226
heuristic_no_delay,105,1521.9091356464683,444.54016226176327,1077.368973384705,0.29209376029728207,0.7079062397027179
heuristic_no_delay,106,1543.5133400215022,444.5401622617637,1098.9731777597385,0.28800539051743534,0.7119946094825647
heuristic_no_delay,107,1543.5133400215022,444.5401622617637,1098.9731777597385,0.28800539051743534,0.7119946094825647
heuristic_no_delay,108,1576.98920125638,463.5184105882704,1113.4707906681097,0.2939261792147894,0.7060738207852105
heuristic_no_delay,109,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_no_delay,110,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_no_delay,111,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_no_delay,112,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_no_delay,113,1627.5066252042775,498.09815555213163,1129.4084696521459,0.3060498481777993,0.6939501518222007
heuristic_no_delay,114,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_no_delay,115,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_no_delay,116,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_no_delay,117,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_no_delay,118,1701.7220017688878,536.0527894175684,1165.6692123513194,0.3150060872812116,0.6849939127187884
heuristic_no_delay,119,1734.05294819993,556.1248531115982,1177.9280950883317,0.3207081154522388,0.6792918845477612
heuristic_low_delay,0,21.324908069407,0.0,21.324908069407,0.0,1.0
heuristic_low_delay,1,47.97870276887409,0.0,47.97870276887409,0.0,1.0
heuristic_low_delay,2,63.55960672133464,0.0,63.55960672133464,0.0,1.0
heuristic_low_delay,3,119.0236962338358,27.158166819086233,91.86552941474957,0.22817445330996003,0.77182554669004
heuristic_low_delay,4,119.0236962338358,27.158166819086233,91.86552941474957,0.22817445330996003,0.77182554669004
heuristic_low_delay,5,133.07246884617385,27.158166819086233,105.91430202708761,0.20408554116839844,0.7959144588316015
heuristic_low_delay,6,143.01089240375626,37.096590376668644,105.91430202708761,0.2593969574844376,0.7406030425155624
heuristic_low_delay,7,143.01089240375626,37.096590376668644,105.91430202708761,0.2593969574844376,0.7406030425155624
heuristic_low_delay,8,165.6571669617341,37.09659037666859,128.56057658506552,0.22393592174154286,0.7760640782584571
heuristic_low_delay,9,187.45121349571048,37.096590376668615,150.35462311904186,0.19789997453133326,0.8021000254686668
heuristic_low_delay,10,210.9765918814985,37.096590376668615,173.8800015048299,0.17583273123259596,0.824167268767404
heuristic_low_delay,11,233.2335728368388,59.3535713320089,173.8800015048299,0.25448125074828043,0.7455187492517196
heuristic_low_delay,12,249.96253419999567,76.08253269516578,173.8800015048299,0.304375745503892,0.695624254496108
heuristic_low_delay,13,249.96253419999567,76.08253269516578,173.8800015048299,0.304375745503892,0.695624254496108
heuristic_low_delay,14,281.9527262319819,87.03867300374421,194.9140532282377,0.30869952621820546,0.6913004737817945
heuristic_low_delay,15,302.61251910154044,87.03867300374421,215.57384609779623,0.2876241645988834,0.7123758354011166
heuristic_low_delay,16,302.61251910154044,87.03867300374421,215.57384609779623,0.2876241645988834,0.7123758354011166
heuristic_low_delay,17,322.6300654489765,87.0386730037443,235.5913924452322,0.2697785554567584,0.7302214445432416
heuristic_low_delay,18,331.4326695260933,87.03867300374438,244.39399652234894,0.26261343858527475,0.7373865614147253
heuristic_low_delay,19,343.31876191044233,87.0386730037444,256.2800889066979,0.2535214577828671,0.746478542217133
heuristic_low_delay,20,366.8745999260207,110.5945110193228,256.2800889066979,0.3014504439435815,0.6985495560564186
heuristic_low_delay,21,366.8745999260207,110.5945110193228,256.2800889066979,0.3014504439435815,0.6985495560564186
heuristic_low_delay,22,366.8745999260207,110.5945110193228,256.2800889066979,0.3014504439435815,0.6985495560564186
heuristic_low_delay,23,366.8745999260207,110.5945110193228,256.2800889066979,0.3014504439435815,0.6985495560564186
heuristic_low_delay,24,366.8745999260207,110.5945110193228,256.2800889066979,0.3014504439435815,0.6985495560564186
heuristic_low_delay,25,390.6215550949588,110.59451101932285,280.02704407563596,0.28312444507174644,0.7168755549282535
heuristic_low_delay,26,390.6215550949588,110.59451101932285,280.02704407563596,0.28312444507174644,0.7168755549282535
heuristic_low_delay,27,410.2720747638216,110.59451101932274,299.67756374449885,0.2695638280596794,0.7304361719403206
heuristic_low_delay,28,457.9430560801283,110.59451101932274,347.3485450608056,0.2415027579323564,0.7584972420676436
heuristic_low_delay,29,457.9430560801283,110.59451101932274,347.3485450608056,0.2415027579323564,0.7584972420676436
heuristic_low_delay,30,457.9430560801283,110.59451101932274,347.3485450608056,0.2415027579323564,0.7584972420676436
heuristic_low_delay,31,499.9185069309445,129.2205342655896,370.6979726653549,0.2584831977093405,0.7415168022906595
heuristic_low_delay,32,541.2083213168589,148.6052698272706,392.6030514895883,0.2745805339165643,0.7254194660834358
heuristic_low_delay,33,541.2083213168589,148.6052698272706,392.6030514895883,0.2745805339165643,0.7254194660834358
heuristic_low_delay,34,557.1689064169965,148.6052698272705,408.563636589726,0.2667149370967433,0.7332850629032567
heuristic_low_delay,35,557.1689064169965,148.6052698272705,408.563636589726,0.2667149370967433,0.7332850629032567
heuristic_low_delay,36,577.6973622099318,131.12296681225797,446.57439539767387,0.2269751869917811,0.7730248130082189
heuristic_low_delay,37,577.6973622099318,169.13372562020584,408.563636589726,0.29277219645455754,0.7072278035454425
heuristic_low_delay,38,586.1453785085173,177.5817419187913,408.563636589726,0.30296535369887057,0.6970346463011294
heuristic_low_delay,39,611.9918740812851,186.36207979187458,425.62979428941054,0.3045172455461751,0.6954827544538249
heuristic_low_delay,40,632.9108140429495,186.36207979187463,446.54873425107485,0.29445235514529866,0.7055476448547013
heuristic_low_delay,41,632.9108140429495,186.36207979187463,446.54873425107485,0.29445235514529866,0.7055476448547013
heuristic_low_delay,42,669.7775232628595,186.36207979187446,483.41544347098505,0.27824475041204866,0.7217552495879513
heuristic_low_delay,43,709.5580744125549,186.36207979187452,523.1959946206804,0.26264528093231015,0.7373547190676898
heuristic_low_delay,44,724.0245345728231,186.36207979187452,537.6624547809486,0.2573974649931287,0.7426025350068713
heuristic_low_delay,45,724.0245345728231,186.36207979187452,537.6624547809486,0.2573974649931287,0.7426025350068713
heuristic_low_delay,46,724.0245345728231,186.36207979187452,537.6624547809486,0.2573974649931287,0.7426025350068713
heuristic_low_delay,47,724.0245345728231,186.36207979187452,537.6624547809486,0.2573974649931287,0.7426025350068713
heuristic_low_delay,48,724.0245345728231,186.36207979187452,537.6624547809486,0.2573974649931287,0.7426025350068713
heuristic_low_delay,49,735.5037116179094,186.36207979187452,549.1416318260349,0.2533802030474167,0.7466197969525833
heuristic_low_delay,50,735.5037116179094,186.36207979187452,549.1416318260349,0.2533802030474167,0.7466197969525833
heuristic_low_delay,51,735.5037116179094,186.36207979187452,549.1416318260349,0.2533802030474167,0.7466197969525833
heuristic_low_delay,52,752.7689197576655,203.62728793163058,549.1416318260349,0.2705043773555145,0.7294956226444854
heuristic_low_delay,53,752.7689197576655,203.62728793163058,549.1416318260349,0.2705043773555145,0.7294956226444854
heuristic_low_delay,54,794.7840377942069,203.62728793163024,591.1567498625767,0.25620455148641946,0.7437954485135806
heuristic_low_delay,55,805.3006350254201,203.62728793163024,601.6733470937899,0.2528587201787101,0.74714127982129
heuristic_low_delay,56,832.8704964239477,211.9341953550712,620.9363010688764,0.2544623639149687,0.7455376360850313
heuristic_low_delay,57,848.1155725179323,211.9341953550712,636.181377162861,0.2498883433137176,0.7501116566862824
heuristic_low_delay,58,862.3840136903001,226.20263652743904,636.181377162861,0.26229919958682474,0.7377008004131752
heuristic_low_delay,59,862.3840136903001,226.20263652743904,636.181377162861,0.26229919958682474,0.7377008004131752
heuristic_low_delay,60,915.3324242880667,239.12063292517075,676.211791362896,0.2612391155171364,0.7387608844828636
heuristic_low_delay,61,936.6798308918749,239.12063292517064,697.5591979667042,0.25528534408335457,0.7447146559166454
heuristic_low_delay,62,936.6798308918749,239.12063292517064,697.5591979667042,0.25528534408335457,0.7447146559166454
heuristic_low_delay,63,936.6798308918749,239.12063292517064,697.5591979667042,0.25528534408335457,0.7447146559166454
heuristic_low_delay,64,944.9330463453659,239.12063292517064,705.8124134201953,0.25305563589928026,0.7469443641007197
heuristic_low_delay,65,944.9330463453659,239.12063292517064,705.8124134201953,0.25305563589928026,0.7469443641007197
heuristic_low_delay,66,985.9639930854803,221.85542478541458,764.1085683000657,0.2250137188997533,0.7749862811002467
heuristic_low_delay,67,1028.2890559167297,281.4456957564199,746.8433601603098,0.27370289913813034,0.7262971008618697
heuristic_low_delay,68,1028.2890559167297,281.4456957564199,746.8433601603098,0.27370289913813034,0.7262971008618697
heuristic_low_delay,69,1028.2890559167297,264.180487616664,764.1085683000657,0.25691267070925355,0.7430873292907465
heuristic_low_delay,70,1028.2890559167297,281.4456957564199,746.8433601603098,0.27370289913813034,0.7262971008618697
heuristic_low_delay,71,1039.8793422522508,281.4456957564198,758.433646495831,0.27065226158531336,0.7293477384146866
heuristic_low_delay,72,1056.3504754448154,281.4456957564198,774.9047796883956,0.2664321191675582,0.7335678808324418
heuristic_low_delay,73,1081.3650586861943,281.44569575641935,799.9193629297749,0.26026890132585023,0.7397310986741498
heuristic_low_delay,74,1081.3650586861943,281.44569575641935,799.9193629297749,0.26026890132585023,0.7397310986741498
heuristic_low_delay,75,1081.3650586861943,281.44569575641935,799.9193629297749,0.26026890132585023,0.7397310986741498
heuristic_low_delay,76,1117.7179612361447,303.758332808653,813.9596284274917,0.2717665308632155,0.7282334691367846
heuristic_low_delay,77,1134.6706499253712,303.758332808653,830.9123171167182,0.26770616903559774,0.7322938309644023
heuristic_low_delay,78,1134.6706499253712,303.758332808653,830.9123171167182,0.26770616903559774,0.7322938309644023
heuristic_low_delay,79,1166.167643783898,313.7842668217411,852.383376962157,0.2690730346484286,0.7309269653515714
heuristic_low_delay,80,1178.1098349621436,325.7264579999867,852.383376962157,0.2764822500700483,0.7235177499299518
heuristic_low_delay,81,1210.347250576838,341.2231448918394,869.1241056849985,0.2819216920840001,0.7180783079159999
heuristic_low_delay,82,1223.8959324963544,341.2231448918394,882.672787604515,0.2788007834913332,0.7211992165086668
heuristic_low_delay,83,1236.42669026052,353.75390265600504,882.672787604515,0.28610988863518283,0.7138901113648172
heuristic_low_delay,84,1236.42669026052,353.75390265600504,882.672787604515,0.28610988863518283,0.7138901113648172
heuristic_low_delay,85,1236.42669026052,353.75390265600504,882.672787604515,0.28610988863518283,0.7138901113648172
heuristic_low_delay,86,1252.9358464658828,353.75390265600504,899.1819438098778,0.28233999661980114,0.7176600033801989
heuristic_low_delay,87,1252.9358464658828,353.75390265600504,899.1819438098778,0.28233999661980114,0.7176600033801989
heuristic_low_delay,88,1302.3846290335362,353.75390265600527,948.6307263775309,0.27162014566965237,0.7283798543303476
heuristic_low_delay,89,1302.3846290335362,353.75390265600527,948.6307263775309,0.27162014566965237,0.7283798543303476
heuristic_low_delay,90,1319.6504479750452,371.01972159751426,948.6307263775309,0.28114999859760614,0.7188500014023939
heuristic_low_delay,91,1319.6504479750452,371.01972159751426,948.6307263775309,0.28114999859760614,0.7188500014023939
heuristic_low_delay,92,1319.6504479750452,353.7539026560054,965.8965453190398,0.2680663680286152,0.7319336319713848
heuristic_low_delay,93,1319.6504479750452,371.01972159751426,948.6307263775309,0.28114999859760614,0.7188500014023939
heuristic_low_delay,94,1319.6504479750452,371.01972159751426,948.6307263775309,0.28114999859760614,0.7188500014023939
heuristic_low_delay,95,1319.6504479750452,371.01972159751426,948.6307263775309,0.28114999859760614,0.7188500014023939
heuristic_low_delay,96,1335.4165393683795,386.7858129908486,948.6307263775309,0.28963682984920136,0.7103631701507986
heuristic_low_delay,97,1376.7243775398204,408.5059823404886,968.2183951993318,0.2967231415415777,0.7032768584584222
heuristic_low_delay,98,1376.7243775398204,408.5059823404886,968.2183951993318,0.2967231415415777,0.7032768584584222
heuristic_low_delay,99,1376.7243775398204,379.2512981733098,997.4730793665105,0.275473656427167,0.724526343572833
heuristic_low_delay,100,1400.5488098682192,408.5059823404887,992.0428275277305,0.2916756484759185,0.7083243515240816
heuristic_low_delay,101,1421.7472692948913,408.5059823404886,1013.2412869544028,0.28732672195887893,0.7126732780411211
heuristic_low_delay,102,1440.2924071214702,408.5059823404886,1031.7864247809816,0.2836271164942942,0.7163728835057058
heuristic_low_delay,103,1455.8713631639762,424.08493838299455,1031.7864247809816,0.29129286358195194,0.7087071364180481
heuristic_low_delay,104,1491.0008313105868,424.08493838299455,1066.9158929275923,0.284429712899774,0.715570287100226
heuristic_low_delay,105,1521.9091356464683,444.54016226176327,1077.368973384705,0.29209376029728207,0.7079062397027179
heuristic_low_delay,106,1543.5133400215022,444.5401622617637,1098.9731777597385,0.28800539051743534,0.7119946094825647
heuristic_low_delay,107,1543.5133400215022,444.5401622617637,1098.9731777597385,0.28800539051743534,0.7119946094825647
heuristic_low_delay,108,1576.98920125638,463.5184105882704,1113.4707906681097,0.2939261792147894,0.7060738207852105
heuristic_low_delay,109,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_low_delay,110,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_low_delay,111,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_low_delay,112,1611.5689462202413,498.09815555213163,1113.4707906681097,0.30907654104428256,0.6909234589557174
heuristic_low_delay,113,1627.5066252042775,498.09815555213163,1129.4084696521459,0.3060498481777993,0.6939501518222007
heuristic_low_delay,114,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_low_delay,115,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_low_delay,116,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_low_delay,117,1650.5852587611616,521.1767891090158,1129.4084696521459,0.3157527224617178,0.6842472775382822
heuristic_low_delay,118,1701.7220017688878,536.0527894175684,1165.6692123513194,0.3150060872812116,0.6849939127187884
heuristic_low_delay,119,1734.05294819993,556.1248531115982,1177.9280950883317,0.3207081154522388,0.6792918845477612
heuristic_high_delay,0,21.324908069407,0.0,21.324908069407,0.0,1.0
heuristic_high_delay,1,47.97870276887409,0.0,47.97870276887409,0.0,1.0
heuristic_high_delay,2,63.55960672133464,0.0,63.55960672133464,0.0,1.0
heuristic_high_delay,3,119.0236962338358,0.0,119.0236962338358,0.0,1.0
heuristic_high_delay,4,119.0236962338358,0.0,119.0236962338358,0.0,1.0
heuristic_high_delay,5,133.07246884617385,0.0,133.07246884617385,0.0,1.0
heuristic_high_delay,6,143.01089240375626,0.0,143.01089240375626,0.0,1.0
heuristic_high_delay,7,143.01089240375626,0.0,143.01089240375626,0.0,1.0
heuristic_high_delay,8,165.6571669617341,0.0,165.6571669617341,0.0,1.0
heuristic_high_delay,9,187.45121349571048,0.0,187.45121349571048,0.0,1.0
heuristic_high_delay,10,210.9765918814985,0.0,210.9765918814985,0.0,1.0
heuristic_high_delay,11,233.2335728368388,0.0,233.2335728368388,0.0,1.0
heuristic_high_delay,12,249.96253419999567,0.0,249.96253419999567,0.0,1.0
heuristic_high_delay,13,249.96253419999567,0.0,249.96253419999567,0.0,1.0
heuristic_high_delay,14,281.9527262319819,0.0,281.9527262319819,0.0,1.0
heuristic_high_delay,15,302.61251910154044,0.0,302.61251910154044,0.0,1.0
heuristic_high_delay,16,302.61251910154044,0.0,302.61251910154044,0.0,1.0
heuristic_high_delay,17,322.6300654489765,0.0,322.6300654489765,0.0,1.0
heuristic_high_delay,18,331.4326695260933,0.0,331.4326695260933,0.0,1.0
heuristic_high_delay,19,343.31876191044233,0.0,343.31876191044233,0.0,1.0
heuristic_high_delay,20,366.8745999260207,0.0,366.8745999260207,0.0,1.0
heuristic_high_delay,21,366.8745999260207,0.0,366.8745999260207,0.0,1.0
heuristic_high_delay,22,366.8745999260207,0.0,366.8745999260207,0.0,1.0
heuristic_high_delay,23,366.8745999260207,0.0,366.8745999260207,0.0,1.0
