,"('G', 'G')","('G', 'A')","('G', 'C')","('G', 'J')","('G', 'E')","('G', 'F')","('G', 'I')","('G', 'H')","('G', 'B')","('G', 'D')","('A', 'G')","('A', 'A')","('A', 'C')","('A', 'J')","('A', 'E')","('A', 'F')","('A', 'I')","('A', 'H')","('A', 'B')","('A', 'D')","('C', 'G')","('C', 'A')","('C', 'C')","('C', 'J')","('C', 'E')","('C', 'F')","('C', 'I')","('C', 'H')","('C', 'B')","('C', 'D')","('J', 'G')","('J', 'A')","('J', 'C')","('J', 'J')","('J', 'E')","('J', 'F')","('J', 'I')","('J', 'H')","('J', 'B')","('J', 'D')","('E', 'G')","('E', 'A')","('E', 'C')","('E', 'J')","('E', 'E')","('E', 'F')","('E', 'I')","('E', 'H')","('E', 'B')","('E', 'D')","('F', 'G')","('F', 'A')","('F', 'C')","('F', 'J')","('F', 'E')","('F', 'F')","('F', 'I')","('F', 'H')","('F', 'B')","('F', 'D')","('I', 'G')","('I', 'A')","('I', 'C')","('I', 'J')","('I', 'E')","('I', 'F')","('I', 'I')","('I', 'H')","('I', 'B')","('I', 'D')","('H', 'G')","('H', 'A')","('H', 'C')","('H', 'J')","('H', 'E')","('H', 'F')","('H', 'I')","('H', 'H')","('H', 'B')","('H', 'D')","('B', 'G')","('B', 'A')","('B', 'C')","('B', 'J')","('B', 'E')","('B', 'F')","('B', 'I')","('B', 'H')","('B', 'B')","('B', 'D')","('D', 'G')","('D', 'A')","('D', 'C')","('D', 'J')","('D', 'E')","('D', 'F')","('D', 'I')","('D', 'H')","('D', 'B')","('D', 'D')"
51,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
52,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
53,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
54,,10.904925124490397,,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,,5.297972194380703,,0.0,,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,,7.278982756515468,,,0.0,,9.492090462838537,,7.7787134167164185,,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
55,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
56,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,,,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
57,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
58,,,0.0,,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,,6.022102765198487,,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,0.0,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,0.0,,,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,,,11.981393949882268,7.278982756515468,,,,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
59,,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
60,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
61,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
62,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
63,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
64,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
65,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,,7.448109251514262,,13.218025940068083,7.7787134167164185,,,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
66,,10.904925124490397,0.0,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
67,,10.904925124490397,0.0,,13.341104266407502,0.0,0.0,,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,0.0,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,5.788001980784582,6.248261628532093,0.0,6.022102765198487,,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,5.788001980784582,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
68,,10.904925124490397,12.297317866938178,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
69,,10.904925124490397,12.297317866938178,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,,13.094304566778266,0.0,0.0,0.0,,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
70,,10.904925124490397,12.297317866938178,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,,,0.0,0.0,,,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,,13.218025940068083,,,7.278982756515468,,,0.0,,9.492090462838537,,7.7787134167164185,,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
71,,10.904925124490397,12.297317866938178,,13.341104266407502,,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,,5.265359696838637,0.0,,0.0,0.0,0.0,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,,0.0,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
72,,10.904925124490397,12.297317866938178,12.759999115462449,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,7.109828435863265,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,,7.109828435863265,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
73,,10.904925124490397,12.297317866938178,,13.341104266407502,0.0,0.0,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,0.0,6.022102765198487,,5.265359696838637,0.0,,0.0,0.0,7.109828435863265,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,0.0,0.0,,7.109828435863265,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,0.0,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
74,,10.904925124490397,12.297317866938178,12.759999115462449,13.341104266407502,0.0,,11.881619584333132,,0.0,10.904925124490397,,12.415504997598328,5.265359696838637,0.0,13.921795677048454,0.0,5.297972194380703,,0.0,12.297317866938178,12.415504997598328,,0.0,5.96716376833464,11.037260313668911,,6.248261628532093,,6.022102765198487,12.759999115462449,5.265359696838637,0.0,,0.0,0.0,7.109828435863265,9.011647870223289,,13.664836667552699,13.341104266407502,0.0,5.96716376833464,0.0,,0.0,0.0,8.701809671168826,9.492090462838537,13.85451747936807,0.0,13.921795677048454,11.037260313668911,0.0,0.0,,7.448109251514262,0.0,13.094304566778266,0.0,,0.0,,7.109828435863265,0.0,7.448109251514262,,13.218025940068083,7.7787134167164185,,11.881619584333132,5.297972194380703,6.248261628532093,9.011647870223289,8.701809671168826,0.0,13.218025940068083,,11.981393949882268,7.278982756515468,,,,,9.492090462838537,13.094304566778266,7.7787134167164185,11.981393949882268,,10.449414806032166,0.0,0.0,6.022102765198487,13.664836667552699,13.85451747936807,0.0,,7.278982756515468,10.449414806032166,
